Gene	sgRNA	eff
slr0734	slr0734|3	1
slr0244	slr0244|43	1
slr0244	slr0244|130	1
slr0244	slr0244|75	1
slr0244	slr0244|117	1
slr0244	slr0244|61	1
slr0252	slr0252|106	1
slr0252	slr0252|55	1
slr0252	slr0252|172	1
slr0252	slr0252|76	1
slr0252	slr0252|203	1
slr0727	slr0727|534	1
slr0727	slr0727|922	1
slr0727	slr0727|941	1
slr0727	slr0727|764	1
slr0245	slr0245|52	1
slr0245	slr0245|35	1
slr0245	slr0245|125	1
slr0245	slr0245|108	1
slr0245	slr0245|66	1
sll0710	sll0710|266	1
sll0710	sll0710|1235	1
sll0710	sll0710|833	1
sll0710	sll0710|1124	1
sll0710	sll0710|1143	1
sll0711	sll0711|65	1
sll0711	sll0711|127	1
sll0711	sll0711|13	1
sll0711	sll0711|77	1
sll0711	sll0711|109	1
slr1098	slr1098|91	1
slr1098	slr1098|26	1
slr1098	slr1098|63	1
slr1098	slr1098|102	1
slr1098	slr1098|133	1
slr1778	slr1778|159	1
slr1778	slr1778|244	1
slr1778	slr1778|190	1
slr1778	slr1778|220	1
slr1778	slr1778|171	1
talB	talB|29	1
talB	talB|65	1
talB	talB|49	1
talB	talB|85	1
talB	talB|14	1
sohA	sohA|55	1
sohA	sohA|118	1
sohA	sohA|16	1
sohA	sohA|34	1
sohA	sohA|68	1
slr1097	slr1097|19	1
slr1097	slr1097|7	1
slr1097	slr1097|76	1
slr1097	slr1097|44	1
slr1097	slr1097|89	1
crtX	crtX|24	1
crtX	crtX|119	1
crtX	crtX|97	1
crtX	crtX|49	1
crtX	crtX|130	1
slr1095	slr1095|33	1
slr1095	slr1095|51	1
slr1095	slr1095|129	1
slr1095	slr1095|67	1
slr1095	slr1095|4	1
slr1794	slr1794|41	1
slr1794	slr1794|79	1
slr1794	slr1794|61	1
slr1794	slr1794|160	1
slr1794	slr1794|127	1
pdxJ	pdxJ|34	1
pdxJ	pdxJ|65	1
pdxJ	pdxJ|133	1
pdxJ	pdxJ|19	1
pdxJ	pdxJ|80	1
slr1796	slr1796|196	1
slr1796	slr1796|109	1
slr1796	slr1796|21	1
slr1796	slr1796|207	1
slr1796	slr1796|32	1
slr1790	slr1790|3	1
slr1790	slr1790|145	1
slr1790	slr1790|49	1
slr1790	slr1790|22	1
slr1790	slr1790|73	1
psbM	psbM|71	1
psbM	psbM|85	1
hofD	hofD|6	1
hofD	hofD|29	1
hofD	hofD|82	1
hofD	hofD|17	1
hofD	hofD|93	1
slr1107	slr1107|60	1
slr1107	slr1107|73	1
slr1107	slr1107|22	1
slr1107	slr1107|49	1
slr1107	slr1107|33	1
slr0243	slr0243|214	1
slr0243	slr0243|130	1
slr0243	slr0243|29	1
slr0243	slr0243|163	1
slr0243	slr0243|230	1
slr1799	slr1799|10	1
slr1799	slr1799|124	1
slr1799	slr1799|157	1
slr1799	slr1799|51	1
slr1799	slr1799|21	1
gltD	gltD|42	1
gltD	gltD|121	1
gltD	gltD|31	1
gltD	gltD|97	1
gltD	gltD|68	1
slr0250	slr0250|142	1
slr0250	slr0250|109	1
slr0250	slr0250|82	1
slr0250	slr0250|153	1
slr0250	slr0250|37	1
slr1315	slr1315|197	1
slr1315	slr1315|6	1
slr1315	slr1315|77	1
slr1315	slr1315|184	1
slr1315	slr1315|23	1
fhuA3	fhuA3|96	1
fhuA3	fhuA3|148	1
fhuA3	fhuA3|72	1
fhuA3	fhuA3|178	1
fhuA3	fhuA3|167	1
sll1399	sll1399|117	1
sll1399	sll1399|69	1
sll1399	sll1399|31	1
sll1399	sll1399|16	1
sll1399	sll1399|46	1
pchR1	pchR1|102	1
pchR1	pchR1|257	1
pchR1	pchR1|271	1
pchR1	pchR1|34	1
pchR1	pchR1|301	1
ssl2069	ssl2069|150	1
ssl2069	ssl2069|190	1
ssl2069	ssl2069|103	1
ssl2069	ssl2069|43	1
ssl2069	ssl2069|114	1
sll1396	sll1396|67	1
sll1396	sll1396|80	1
sll1396	sll1396|133	1
sll1396	sll1396|158	1
sll1396	sll1396|91	1
cpcF	cpcF|129	1
cpcF	cpcF|58	1
cpcF	cpcF|214	1
cpcF	cpcF|197	1
cpcF	cpcF|73	1
bcp	bcp|130	1
bcp	bcp|27	1
bcp	bcp|4	1
bcp	bcp|43	1
bcp	bcp|116	1
sll1392	sll1392|9	1
sll1392	sll1392|62	1
sll1392	sll1392|77	1
sll1392	sll1392|21	1
sll1392	sll1392|34	1
malQ	malQ|149	1
malQ	malQ|119	1
malQ	malQ|43	1
malQ	malQ|32	1
malQ	malQ|169	1
slr1593	slr1593|64	1
slr1593	slr1593|127	1
slr1593	slr1593|23	1
slr1593	slr1593|12	1
slr1593	slr1593|77	1
slr1592	slr1592|106	1
slr1592	slr1592|130	1
slr1592	slr1592|94	1
slr1592	slr1592|16	1
slr1592	slr1592|29	1
slr1591	slr1591|32	1
slr1591	slr1591|94	1
slr1591	slr1591|4	1
slr1591	slr1591|68	1
slr1591	slr1591|118	1
slr1590	slr1590|226	1
slr1590	slr1590|208	1
slr1590	slr1590|32	1
slr1590	slr1590|153	1
slr1590	slr1590|239	1
slr1597	slr1597|19	1
slr1597	slr1597|49	1
slr1597	slr1597|4	1
slr1597	slr1597|124	1
slr1597	slr1597|70	1
ubiH	ubiH|32	1
ubiH	ubiH|52	1
ubiH	ubiH|132	1
ubiH	ubiH|115	1
ubiH	ubiH|4	1
slr1595	slr1595|197	1
slr1595	slr1595|137	1
slr1595	slr1595|96	1
slr1595	slr1595|160	1
slr1595	slr1595|62	1
sll0649	sll0649|109	1
sll0649	sll0649|152	1
sll0649	sll0649|70	1
sll0649	sll0649|59	1
sll0649	sll0649|121	1
sll1021	sll1021|63	1
sll1021	sll1021|40	1
sll1021	sll1021|29	1
sll1021	sll1021|118	1
sll1021	sll1021|87	1
sll1020	sll1020|217	1
sll1020	sll1020|275	1
sll1020	sll1020|133	1
sll1020	sll1020|54	1
sll1020	sll1020|152	1
sll0644	sll0644|10	1
sll0644	sll0644|39	1
sll0644	sll0644|82	1
sll0644	sll0644|24	1
sll0644	sll0644|59	1
sll1022	sll1022|50	1
sll1022	sll1022|85	1
sll1022	sll1022|115	1
sll1022	sll1022|127	1
sll1022	sll1022|37	1
sll1025	sll1025|31	1
sll1025	sll1025|16	1
sll1025	sll1025|111	1
sll1025	sll1025|55	1
sll1025	sll1025|71	1
sll1024	sll1024|90	1
sll1024	sll1024|22	1
sll1024	sll1024|127	1
sll1024	sll1024|64	1
sll1024	sll1024|35	1
sll0641	sll0641|35	1
sll0641	sll0641|4	1
sll0641	sll0641|101	1
sll0641	sll0641|19	1
sll0641	sll0641|77	1
slr1762	slr1762|54	1
slr1762	slr1762|77	1
slr1762	slr1762|19	1
slr1762	slr1762|123	1
slr1762	slr1762|101	1
ssl1920	ssl1920|142	1
envM	envM|115	1
envM	envM|146	1
envM	envM|103	1
envM	envM|85	1
envM	envM|133	1
ssl1922	ssl1922|215	1
ycf45	ycf45|32	1
ycf45	ycf45|137	1
ycf45	ycf45|94	1
ycf45	ycf45|14	1
ycf45	ycf45|75	1
sll0924	sll0924|17	1
sll0924	sll0924|3	1
sll0924	sll0924|44	1
sll0924	sll0924|58	1
sll0924	sll0924|31	1
ycf22	ycf22|145	1
ycf22	ycf22|111	1
ycf22	ycf22|9	1
ycf22	ycf22|31	1
ycf22	ycf22|169	1
sll0943	sll0943|96	1
sll0943	sll0943|72	1
sll0943	sll0943|58	1
sll0943	sll0943|47	1
sll0943	sll0943|118	1
sufA	sufA|43	1
sufA	sufA|67	1
sufA	sufA|5	1
sufA	sufA|89	1
sufA	sufA|103	1
gerCb	gerCb|164	1
gerCb	gerCb|19	1
gerCb	gerCb|55	1
gerCb	gerCb|124	1
gerCb	gerCb|66	1
slr1594	slr1594|200	1
slr1594	slr1594|60	1
slr1594	slr1594|105	1
slr1594	slr1594|37	1
slr1594	slr1594|77	1
slr1043	slr1043|157	1
slr1043	slr1043|183	1
slr1043	slr1043|66	1
slr1043	slr1043|123	1
slr1043	slr1043|142	1
HAGH1	HAGH1|11	1
HAGH1	HAGH1|87	1
HAGH1	HAGH1|44	1
HAGH1	HAGH1|73	1
HAGH1	HAGH1|59	1
slr1066	slr1066|160	1
slr1066	slr1066|66	1
slr1066	slr1066|319	1
slr1066	slr1066|147	1
slr1066	slr1066|42	1
slr0981	slr0981|124	1
slr0981	slr0981|24	1
slr0981	slr0981|98	1
slr0981	slr0981|86	1
slr0981	slr0981|75	1
slr0980	slr0980|43	1
slr0980	slr0980|208	1
slr0980	slr0980|110	1
slr0980	slr0980|176	1
slr0980	slr0980|191	1
Sac1	Sac1|96	1
Sac1	Sac1|109	1
Sac1	Sac1|16	1
Sac1	Sac1|154	1
Sac1	Sac1|39	1
slr1062	slr1062|123	1
slr1062	slr1062|194	1
slr1062	slr1062|50	1
sll0647	sll0647|82	1
sll0647	sll0647|67	1
sll0647	sll0647|4	1
sll0647	sll0647|16	1
sll0647	sll0647|28	1
slr1306	slr1306|9	1
slr1306	slr1306|151	1
slr1306	slr1306|120	1
slr1306	slr1306|71	1
slr1306	slr1306|103	1
slr1307	slr1307|258	1
slr1307	slr1307|95	1
slr1307	slr1307|128	1
slr1307	slr1307|379	1
slr1307	slr1307|247	1
slr1305	slr1305|7	1
slr1305	slr1305|31	1
slr1305	slr1305|140	1
slr1305	slr1305|225	1
slr1305	slr1305|124	1
slr1302	slr1302|85	1
slr1302	slr1302|3	1
slr1302	slr1302|17	1
slr1302	slr1302|100	1
slr1302	slr1302|65	1
slr1303	slr1303|107	1
slr1303	slr1303|119	1
slr1303	slr1303|62	1
slr1303	slr1303|78	1
slr1303	slr1303|26	1
slr1069	slr1069|250	1
slr1069	slr1069|217	1
slr1301	slr1301|58	1
slr1301	slr1301|76	1
slr1301	slr1301|111	1
slr1301	slr1301|97	1
slr1301	slr1301|128	1
sll0639	sll0639|88	1
sll0639	sll0639|33	1
sll0639	sll0639|13	1
sll0639	sll0639|70	1
sll0639	sll0639|47	1
sll0645	sll0645|8	1
sll0645	sll0645|49	1
sll0645	sll0645|88	1
sll0645	sll0645|73	1
sll0645	sll0645|60	1
psbK	psbK|53	1
psbK	psbK|103	1
psbK	psbK|72	1
pxcA	pxcA|73	1
pxcA	pxcA|181	1
pxcA	pxcA|61	1
pxcA	pxcA|31	1
pxcA	pxcA|119	1
pfkA	pfkA|31	1
pfkA	pfkA|61	1
pfkA	pfkA|49	1
pfkA	pfkA|88	1
pfkA	pfkA|73	1
ureG	ureG|70	1
ureG	ureG|12	1
ureG	ureG|35	1
ureG	ureG|166	1
ureG	ureG|155	1
ureD	ureD|204	1
ureD	ureD|51	1
ureD	ureD|166	1
ureD	ureD|119	1
ureD	ureD|145	1
rps32	rps32|9	1
rps32	rps32|73	1
rps32	rps32|47	1
rps32	rps32|25	1
rps32	rps32|122	1
galE2	galE2|124	1
galE2	galE2|112	1
galE2	galE2|4	1
galE2	galE2|139	1
galE2	galE2|52	1
hemF	hemF|182	1
hemF	hemF|121	1
hemF	hemF|19	1
hemF	hemF|143	1
hemF	hemF|45	1
slr1771	slr1771|45	1
slr1771	slr1771|20	1
slr1771	slr1771|7	1
slr1771	slr1771|60	1
slr1771	slr1771|71	1
ftsH	ftsH|148	1
ftsH	ftsH|201	1
ftsH	ftsH|170	1
ftsH	ftsH|97	1
ftsH	ftsH|219	1
ssr2153	ssr2153|58	1
ssr2153	ssr2153|142	1
ssr2153	ssr2153|35	1
ssr2153	ssr2153|15	1
ssr2153	ssr2153|77	1
slr1076	slr1076|359	1
slr1076	slr1076|146	1
slr1076	slr1076|306	1
slr1076	slr1076|290	1
slr1076	slr1076|3	1
slr1077	slr1077|150	1
slr1077	slr1077|64	1
slr1077	slr1077|119	1
slr1077	slr1077|79	1
slr1077	slr1077|205	1
sll1638	sll1638|53	1
sll1638	sll1638|86	1
sll1638	sll1638|115	1
sll1638	sll1638|211	1
sll1638	sll1638|145	1
slr1071	slr1071|162	1
slr1071	slr1071|421	1
cyaA	cyaA|179	1
cyaA	cyaA|67	1
cyaA	cyaA|217	1
cyaA	cyaA|46	1
cyaA	cyaA|162	1
slr1073	slr1073|20	1
slr1073	slr1073|334	1
slr1073	slr1073|46	1
slr1073	slr1073|7	1
slr1073	slr1073|171	1
sll1635	sll1635|19	1
sll1635	sll1635|30	1
sll1635	sll1635|79	1
sll1635	sll1635|149	1
sll1635	sll1635|54	1
slr1079	slr1079|102	1
slr1079	slr1079|24	1
slr1079	slr1079|91	1
slr1079	slr1079|44	1
slr1079	slr1079|113	1
hisD	hisD|91	1
hisD	hisD|16	1
hisD	hisD|63	1
hisD	hisD|74	1
hisD	hisD|124	1
rpl28	rpl28|140	1
rpl28	rpl28|49	1
rpl28	rpl28|4	1
rpl28	rpl28|120	1
rpl28	rpl28|61	1
slr1603	slr1603|58	1
slr1603	slr1603|37	1
slr1603	slr1603|173	1
slr1603	slr1603|133	1
slr1603	slr1603|103	1
ndhD2	ndhD2|15	1
ndhD2	ndhD2|37	1
ndhD2	ndhD2|52	1
ndhD2	ndhD2|66	1
ndhD2	ndhD2|98	1
pleD2	pleD2|124	1
pleD2	pleD2|214	1
pleD2	pleD2|110	1
pleD2	pleD2|11	1
pleD2	pleD2|192	1
slr1600	slr1600|16	1
slr1600	slr1600|36	1
slr1600	slr1600|110	1
slr1600	slr1600|95	1
slr1600	slr1600|142	1
slr0678	slr0678|11	1
slr0678	slr0678|22	1
slr0678	slr0678|41	1
slr0678	slr0678|53	1
slr0678	slr0678|66	1
birA	birA|87	1
birA	birA|17	1
birA	birA|59	1
birA	birA|118	1
birA	birA|76	1
slr1609	slr1609|25	1
slr1609	slr1609|158	1
slr1609	slr1609|143	1
slr1609	slr1609|200	1
slr1609	slr1609|170	1
slr1770	slr1770|215	1
slr1770	slr1770|94	1
slr1770	slr1770|108	1
slr1770	slr1770|77	1
slr1770	slr1770|153	1
slr0670	slr0670|107	1
slr0670	slr0670|142	1
slr0670	slr0670|76	1
slr0670	slr0670|178	1
slr0670	slr0670|118	1
lipA	lipA|23	1
lipA	lipA|94	1
lipA	lipA|4	1
lipA	lipA|36	1
lipA	lipA|112	1
slr1074	slr1074|112	1
slr1074	slr1074|158	1
slr1074	slr1074|236	1
slr1074	slr1074|370	1
slr1074	slr1074|73	1
slr1768	slr1768|25	1
slr1768	slr1768|66	1
slr1768	slr1768|223	1
slr1768	slr1768|177	1
slr1768	slr1768|235	1
sll0922	sll0922|104	1
sll0922	sll0922|39	1
sll0922	sll0922|63	1
sll0922	sll0922|86	1
sll0922	sll0922|6	1
metX	metX|11	1
metX	metX|58	1
metX	metX|74	1
metX	metX|32	1
metX	metX|46	1
slr1767	slr1767|30	1
slr1767	slr1767|204	1
slr1767	slr1767|130	1
amt2	amt2|193	1
amt2	amt2|73	1
amt2	amt2|35	1
amt2	amt2|18	1
amt2	amt2|97	1
sll0926	sll0926|136	1
sll0926	sll0926|33	1
sll0926	sll0926|100	1
sll0926	sll0926|182	1
sll0926	sll0926|195	1
sll0925	sll0925|59	1
sll0925	sll0925|92	1
sll0925	sll0925|170	1
sll0925	sll0925|157	1
sll0925	sll0925|31	1
slr1763	slr1763|8	1
slr1763	slr1763|25	1
slr1763	slr1763|134	1
slr1763	slr1763|98	1
slr1763	slr1763|82	1
slr1041	slr1041|93	1
slr1041	slr1041|29	1
slr1041	slr1041|203	1
slr1041	slr1041|10	1
slr1041	slr1041|59	1
ssr2708	ssr2708|51	1
ssr2708	ssr2708|11	1
ssr2708	ssr2708|33	1
slr1042	slr1042|163	1
slr1042	slr1042|137	1
slr1042	slr1042|45	1
slr1042	slr1042|29	1
slr1042	slr1042|15	1
slr1045	slr1045|146	1
slr1045	slr1045|202	1
slr1045	slr1045|20	1
slr1045	slr1045|121	1
slr1045	slr1045|41	1
trmD	trmD|73	1
trmD	trmD|45	1
trmD	trmD|110	1
trmD	trmD|91	1
trmD	trmD|59	1
ytfC	ytfC|30	1
ytfC	ytfC|192	1
ytfC	ytfC|13	1
ytfC	ytfC|70	1
ytfC	ytfC|172	1
slr1046	slr1046|93	1
slr1046	slr1046|25	1
slr1046	slr1046|36	1
slr1046	slr1046|175	1
slr1046	slr1046|192	1
ssr1765	ssr1765|113	1
ssr1765	ssr1765|13	1
ssr1765	ssr1765|193	1
ssr1765	ssr1765|95	1
slr1048	slr1048|32	1
slr1048	slr1048|79	1
slr1048	slr1048|68	1
slr1048	slr1048|53	1
slr1048	slr1048|182	1
hliA	hliA|86	1
hliA	hliA|110	1
hliA	hliA|18	1
hliA	hliA|46	1
hliA	hliA|29	1
ssr1766	ssr1766|129	1
ssr1766	ssr1766|106	1
ssr1766	ssr1766|74	1
ssr1766	ssr1766|12	1
sll1640	sll1640|13	1
sll1640	sll1640|61	1
sll1640	sll1640|24	1
sll1640	sll1640|74	1
sll1640	sll1640|39	1
slr1800	slr1800|75	1
slr1800	slr1800|98	1
slr1800	slr1800|15	1
slr1800	slr1800|191	1
slr1800	slr1800|51	1
cysC	cysC|136	1
cysC	cysC|208	1
cysC	cysC|247	1
cysC	cysC|221	1
cysC	cysC|173	1
sll1191	sll1191|283	1
sll1191	sll1191|258	1
sll1191	sll1191|203	1
sll1191	sll1191|99	1
sll1191	sll1191|84	1
slr1611	slr1611|45	1
slr1611	slr1611|16	1
slr1611	slr1611|65	1
slr1611	slr1611|224	1
slr1611	slr1611|283	1
slr1612	slr1612|39	1
slr1612	slr1612|7	1
slr1612	slr1612|118	1
slr1612	slr1612|250	1
slr1612	slr1612|133	1
slr1613	slr1613|536	1
slr1613	slr1613|389	1
slr1613	slr1613|51	1
slr1613	slr1613|439	1
slr1613	slr1613|156	1
slr1616	slr1616|233	1
slr1616	slr1616|456	1
slr1616	slr1616|618	1
slr1616	slr1616|676	1
slr1616	slr1616|441	1
slr1617	slr1617|21	1
slr1617	slr1617|580	1
slr1617	slr1617|263	1
slr1617	slr1617|318	1
slr1617	slr1617|468	1
slr1618	slr1618|414	1
slr1618	slr1618|211	1
slr1618	slr1618|92	1
slr1618	slr1618|235	1
slr1618	slr1618|224	1
slr1619	slr1619|162	1
slr1619	slr1619|178	1
slr1619	slr1619|235	1
slr1619	slr1619|143	1
slr1619	slr1619|207	1
ccmA	ccmA|25	1
ccmA	ccmA|147	1
ccmA	ccmA|136	1
ccmA	ccmA|79	1
ccmA	ccmA|64	1
cbiA	cbiA|100	1
cbiA	cbiA|43	1
cbiA	cbiA|128	1
cbiA	cbiA|114	1
cbiA	cbiA|67	1
sll0938	sll0938|137	1
sll0938	sll0938|68	1
sll0938	sll0938|126	1
sll0938	sll0938|106	1
sll0938	sll0938|80	1
sll0939	sll0939|235	1
sll0939	sll0939|128	1
sll0939	sll0939|224	1
sll0939	sll0939|206	1
sll0939	sll0939|67	1
slr1298	slr1298|226	1
slr1298	slr1298|247	1
slr1298	slr1298|270	1
slr1298	slr1298|37	1
slr1298	slr1298|129	1
slr1299	slr1299|144	1
slr1299	slr1299|131	1
slr1299	slr1299|258	1
slr1299	slr1299|221	1
slr1299	slr1299|53	1
rps15	rps15|37	1
rps15	rps15|109	1
rps15	rps15|70	1
rps15	rps15|125	1
rps15	rps15|137	1
sll0930	sll0930|79	1
sll0930	sll0930|160	1
sll0930	sll0930|133	1
sll0930	sll0930|112	1
sll0930	sll0930|4	1
sll0931	sll0931|78	1
sll0931	sll0931|123	1
sll0931	sll0931|31	1
sll0931	sll0931|147	1
sll0931	sll0931|110	1
sll0932	sll0932|67	1
sll0932	sll0932|4	1
sll0932	sll0932|52	1
sll0932	sll0932|127	1
sll0932	sll0932|92	1
sll0933	sll0933|103	1
sll0933	sll0933|9	1
sll0933	sll0933|90	1
sll0933	sll0933|128	1
sll0933	sll0933|72	1
slr1290	slr1290|134	1
slr1290	slr1290|238	1
slr1290	slr1290|30	1
slr1290	slr1290|41	1
slr1290	slr1290|14	1
sll1193	sll1193|155	1
sll1193	sll1193|49	1
sll1193	sll1193|17	1
sll1193	sll1193|177	1
sll1193	sll1193|135	1
sll0936	sll0936|4	1
sll0936	sll0936|107	1
sll0936	sll0936|160	1
sll0936	sll0936|121	1
sll0936	sll0936|56	1
slr1293	slr1293|184	1
slr1293	slr1293|28	1
slr1293	slr1293|5	1
slr1293	slr1293|73	1
slr1293	slr1293|142	1
sll1515	sll1515|135	1
sll1515	sll1515|115	1
sll1515	sll1515|104	1
sll1515	sll1515|83	1
sll1515	sll1515|14	1
gpsA	gpsA|88	1
gpsA	gpsA|142	1
gpsA	gpsA|30	1
gpsA	gpsA|63	1
gpsA	gpsA|112	1
sll1192	sll1192|6	1
sll1192	sll1192|73	1
sll1192	sll1192|91	1
sll1192	sll1192|28	1
sll1192	sll1192|169	1
sll1511	sll1511|135	1
sll1511	sll1511|216	1
sll1511	sll1511|171	1
sll1511	sll1511|20	1
sll1511	sll1511|33	1
sll1510	sll1510|81	1
sll1510	sll1510|34	1
sll1510	sll1510|137	1
sll1510	sll1510|175	1
sll1510	sll1510|186	1
sll1512	sll1512|175	1
sll1512	sll1512|61	1
sll1512	sll1512|205	1
sll1512	sll1512|31	1
sll1512	sll1512|74	1
slr1056	slr1056|844	1
slr1056	slr1056|179	1
slr1056	slr1056|558	1
slr1056	slr1056|267	1
slr1056	slr1056|546	1
cbiH	cbiH|67	1
cbiH	cbiH|82	1
cbiH	cbiH|51	1
cbiH	cbiH|259	1
cbiH	cbiH|187	1
gltB	gltB|89	1
gltB	gltB|105	1
gltB	gltB|3	1
gltB	gltB|74	1
gltB	gltB|52	1
ssl2384	ssl2384|46	1
ssl2384	ssl2384|98	1
ssl2384	ssl2384|130	1
ssl2384	ssl2384|73	1
ssl2384	ssl2384|13	1
slr1053	slr1053|116	1
slr1053	slr1053|139	1
slr1053	slr1053|79	1
slr1053	slr1053|41	1
slr1053	slr1053|92	1
slr1050	slr1050|189	1
slr1050	slr1050|26	1
slr1050	slr1050|136	1
slr1050	slr1050|177	1
slr1050	slr1050|8	1
chlH	chlH|59	1
chlH	chlH|95	1
chlH	chlH|39	1
chlH	chlH|137	1
chlH	chlH|19	1
fbp	fbp|72	1
fbp	fbp|17	1
fbp	fbp|3	1
fbp	fbp|100	1
fbp	fbp|87	1
slr1753	slr1753|65	1
slr1753	slr1753|148	1
slr1753	slr1753|124	1
slr1753	slr1753|112	1
slr1753	slr1753|24	1
frpC	frpC|188	1
frpC	frpC|354	1
frpC	frpC|102	1
frpC	frpC|66	1
frpC	frpC|342	1
epsB	epsB|14	1
epsB	epsB|25	1
epsB	epsB|36	1
epsB	epsB|145	1
epsB	epsB|88	1
sll1188	sll1188|172	1
sll1188	sll1188|306	1
sll1188	sll1188|76	1
sll1188	sll1188|249	1
sll1188	sll1188|44	1
sll1186	sll1186|355	1
sll1186	sll1186|115	1
sll1186	sll1186|238	1
sll1186	sll1186|10	1
sll1186	sll1186|156	1
hsp17	hsp17|83	1
hsp17	hsp17|174	1
hsp17	hsp17|21	1
hsp17	hsp17|44	1
hsp17	hsp17|107	1
nucH	nucH|53	1
nucH	nucH|77	1
nucH	nucH|19	1
nucH	nucH|36	1
nucH	nucH|91	1
sll1500	sll1500|16	1
sll1500	sll1500|37	1
sll1500	sll1500|50	1
sll1500	sll1500|63	1
sll1500	sll1500|111	1
slr1065	slr1065|21	1
slr1065	slr1065|6	1
slr1065	slr1065|51	1
slr1065	slr1065|39	1
slr1065	slr1065|96	1
ssr1155	ssr1155|82	1
ssr1155	ssr1155|126	1
ssr1155	ssr1155|41	1
ssr1155	ssr1155|55	1
sll1503	sll1503|101	1
sll1503	sll1503|404	1
sll1503	sll1503|26	1
sll1503	sll1503|332	1
sll1503	sll1503|13	1
slr0695	slr0695|64	1
slr0695	slr0695|34	1
slr0695	slr0695|84	1
slr0695	slr0695|47	1
slr0695	slr0695|16	1
sll1507	sll1507|170	1
sll1507	sll1507|227	1
sll1507	sll1507|145	1
sll1507	sll1507|187	1
sll1507	sll1507|87	1
sll1504	sll1504|18	1
sll1504	sll1504|141	1
sll1504	sll1504|82	1
sll1504	sll1504|93	1
sll1504	sll1504|169	1
sll1505	sll1505|165	1
sll1505	sll1505|34	1
sll1505	sll1505|186	1
sll1505	sll1505|301	1
slr1063	slr1063|1881	1
slr1063	slr1063|1342	1
slr1063	slr1063|18	1
slr1063	slr1063|419	1
slr1846	slr1846|163	1
slr1846	slr1846|199	1
slr1846	slr1846|100	1
slr1846	slr1846|40	1
slr1846	slr1846|138	1
sll1752	sll1752|26	1
sll1752	sll1752|117	1
sll1752	sll1752|14	1
sll1752	sll1752|42	1
sll1752	sll1752|128	1
ssr1768	ssr1768|165	1
ssr1768	ssr1768|127	1
ssr1768	ssr1768|70	1
ssr1768	ssr1768|55	1
ccsA	ccsA|93	1
ccsA	ccsA|157	1
ccsA	ccsA|139	1
ccsA	ccsA|227	1
ccsA	ccsA|61	1
ssl2920	ssl2920|146	1
slr1400	slr1400|61	1
slr1400	slr1400|74	1
slr1400	slr1400|133	1
slr1400	slr1400|13	1
slr1400	slr1400|97	1
infC	infC|91	1
infC	infC|18	1
infC	infC|4	1
infC	infC|133	1
infC	infC|60	1
mcpA	mcpA|82	1
mcpA	mcpA|137	1
mcpA	mcpA|178	1
mcpA	mcpA|120	1
mcpA	mcpA|40	1
exbB2	exbB2|70	1
exbB2	exbB2|127	1
exbB2	exbB2|7	1
exbB2	exbB2|107	1
exbB2	exbB2|37	1
slr1599	slr1599|10	1
slr1599	slr1599|172	1
slr1599	slr1599|218	1
slr1599	slr1599|194	1
slr1599	slr1599|44	1
slr0964	slr0964|213	1
slr0964	slr0964|61	1
slr0964	slr0964|176	1
slr0964	slr0964|94	1
slr0964	slr0964|145	1
slr0967	slr0967|53	1
slr0967	slr0967|21	1
slr0967	slr0967|145	1
slr0967	slr0967|160	1
slr0967	slr0967|118	1
btpA	btpA|66	1
btpA	btpA|192	1
btpA	btpA|26	1
btpA	btpA|53	1
btpA	btpA|97	1
ssl1923	ssl1923|36	1
ssl1923	ssl1923|115	1
ssl1923	ssl1923|17	1
ssl1923	ssl1923|76	1
gad	gad|20	1
gad	gad|108	1
gad	gad|58	1
gad	gad|47	1
gad	gad|70	1
ycf19	ycf19|125	1
ycf19	ycf19|76	1
ycf19	ycf19|5	1
ycf19	ycf19|44	1
ycf19	ycf19|19	1
lgt	lgt|218	1
lgt	lgt|97	1
lgt	lgt|202	1
lgt	lgt|34	1
lgt	lgt|70	1
yefA	yefA|166	1
yefA	yefA|79	1
yefA	yefA|143	1
yefA	yefA|236	1
yefA	yefA|185	1
psaM	psaM|68	1
psaM	psaM|31	1
psaM	psaM|43	1
ssl1972	ssl1972|19	1
ssl1972	ssl1972|46	1
ssl1972	ssl1972|31	1
ssl1972	ssl1972|139	1
ssl1972	ssl1972|91	1
slr1601	slr1601|21	1
slr1601	slr1601|32	1
slr1601	slr1601|62	1
slr1601	slr1601|46	1
slr1601	slr1601|81	1
fmu/fmv	fmu/fmv|200	1
fmu/fmv	fmu/fmv|266	1
fmu/fmv	fmu/fmv|216	1
fmu/fmv	fmu/fmv|73	1
fmu/fmv	fmu/fmv|50	1
ssl1792	ssl1792|197	1
ssl1792	ssl1792|96	1
ssl1792	ssl1792|108	1
ssl1792	ssl1792|210	1
ssl1792	ssl1792|60	1
slr0686	slr0686|27	1
slr0686	slr0686|46	1
slr0686	slr0686|13	1
slr0686	slr0686|108	1
slr0686	slr0686|67	1
pleD3	pleD3|56	1
pleD3	pleD3|14	1
pleD3	pleD3|36	1
pleD3	pleD3|73	1
pleD3	pleD3|130	1
slr0680	slr0680|219	1
slr0680	slr0680|166	1
slr0680	slr0680|49	1
slr0680	slr0680|177	1
slr0680	slr0680|98	1
slr0681	slr0681|85	1
slr0681	slr0681|74	1
slr0681	slr0681|54	1
slr0681	slr0681|33	1
